,color,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,language,budget,imdb_score,aspect_ratio,movie_facebook_likes,Continent,title_year_bins,main_genre,English,Other-language,Action,Adventure,Comedy,Drama,Other-gen, Black and White,Color,<=2000,>2000,Africa,America,Asia,Europe,Oceania,Other-continent
1411,Color,120.0,128.0,17000.0,387.0,1000.0,22000.0,79100000.0,127503,24006,261.0,English,35000000.0,7.3,2.35,0,America,<=2000,Other-gen,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
1412,Color,144.0,123.0,126.0,1000.0,5000.0,18000.0,81159365.0,191470,25661,278.0,English,35000000.0,6.8,2.35,0,America,>2000,Other-gen,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
1413,Color,332.0,129.0,0.0,213.0,392.0,492.0,110008260.0,94241,1450,309.0,English,35000000.0,6.3,2.35,25000,Asia,>2000,Comedy,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
1414,Color,104.0,105.0,8.0,278.0,358.0,1000.0,67962333.0,33887,2689,160.0,English,35000000.0,5.9,1.85,919,America,>2000,Comedy,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
1415,Color,116.0,162.0,333.0,362.0,1000.0,14000.0,78651430.0,142067,15912,457.0,English,27000000.0,7.4,1.85,0,America,<=2000,Drama,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
1416,Color,177.0,138.0,161.0,210.0,398.0,18000.0,64604977.0,414219,19129,625.0,English,35000000.0,8.3,2.35,11000,America,<=2000,Other-gen,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
1417,Color,127.0,100.0,31.0,591.0,742.0,947.0,63939454.0,61321,2968,217.0,English,35000000.0,6.2,2.35,0,America,>2000,Adventure,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
1418,Color,83.0,90.0,0.0,945.0,957.0,19000.0,63826569.0,32416,23504,138.0,English,35000000.0,6.3,1.85,0,America,<=2000,Comedy,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
1419,Color,97.0,108.0,79.0,25.0,759.0,900.0,60054449.0,61018,1715,140.0,English,35000000.0,5.8,2.35,0,America,<=2000,Action,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
1420,Color,256.0,101.0,0.0,574.0,852.0,40000.0,26505000.0,149285,42918,668.0,English,1800000.0,7.5,1.85,10000,America,<=2000,Other-gen,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
1421,Color,225.0,109.0,763.0,311.0,551.0,812.0,61280963.0,79877,2474,677.0,English,33000000.0,6.3,2.35,0,America,<=2000,Other-gen,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
1422,Color,83.0,132.0,130.0,80.0,130.0,29000.0,56876365.0,125219,29265,244.0,English,35000000.0,6.4,1.85,0,America,<=2000,Action,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
1423,Color,160.0,123.0,130.0,426.0,638.0,826.0,59699513.0,20827,2259,136.0,English,35000000.0,7.2,2.35,0,America,>2000,Other-gen,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
1424,Color,191.0,87.0,14.0,691.0,4000.0,11000.0,54132596.0,53786,16571,211.0,English,34000000.0,6.3,2.35,0,Asia,>2000,Action,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1425,Color,74.0,109.0,19.0,568.0,762.0,1000.0,52277485.0,32370,4231,196.0,English,35000000.0,6.9,1.85,0,America,>2000,Other-gen,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
1426,Color,238.0,109.0,87.0,923.0,3000.0,15000.0,55802754.0,270228,20956,194.0,English,35000000.0,6.6,2.35,41000,America,>2000,Comedy,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
1427,Color,177.0,92.0,89.0,190.0,329.0,17000.0,55291815.0,28041,17860,111.0,English,35000000.0,6.0,2.35,0,America,>2000,Comedy,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
1428,Color,405.0,125.0,102.0,825.0,2000.0,15000.0,83299761.0,117719,19809,306.0,English,35000000.0,7.5,2.35,39000,America,>2000,Other-gen,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
1429,Color,61.0,202.0,0.0,318.0,848.0,18000.0,48169908.0,63923,20143,156.0,English,33000000.0,7.7,1.85,0,America,<=2000,Other-gen,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
1430,Color,285.0,134.0,0.0,120.0,130.0,529.0,67523385.0,104005,1050,248.0,English,35000000.0,6.2,2.35,18000,America,>2000,Comedy,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
1431,Color,124.0,88.0,12.0,931.0,1000.0,49000.0,49474048.0,31191,53370,120.0,English,35000000.0,5.4,1.85,0,America,>2000,Comedy,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
1432,Color,164.0,92.0,148.0,227.0,593.0,978.0,45802315.0,119974,2184,169.0,English,35000000.0,6.6,2.35,0,America,>2000,Action,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1433,Color,120.0,91.0,42.0,766.0,838.0,49000.0,43792641.0,32157,52566,119.0,English,35000000.0,5.3,2.35,913,America,>2000,Comedy,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
1434,Color,90.0,75.0,221.0,553.0,970.0,11000.0,57651794.0,40651,13125,209.0,English,33000000.0,5.6,1.85,0,America,>2000,Comedy,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
1435,Color,120.0,98.0,30.0,664.0,940.0,944.0,43894863.0,25883,4879,262.0,English,30000000.0,5.9,2.35,0,America,>2000,Comedy,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
1436,Color,117.0,147.0,179.0,646.0,14000.0,40000.0,41954997.0,225122,56014,234.0,English,35000000.0,7.8,2.35,0,America,<=2000,Other-gen,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
1437,Color,226.0,100.0,545.0,766.0,2000.0,14000.0,39532308.0,198701,17902,1138.0,English,33000000.0,6.7,1.85,0,Europe,>2000,Action,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1438,Color,223.0,120.0,365.0,723.0,770.0,887.0,76600000.0,105446,3876,321.0,English,10700000.0,7.4,2.35,11000,America,<=2000,Other-gen,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
1439,Color,193.0,104.0,1000.0,939.0,15000.0,24000.0,39692139.0,84131,41701,400.0,English,35000000.0,6.2,1.85,0,America,>2000,Comedy,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
1440,Color,228.0,103.0,212.0,248.0,552.0,15000.0,40687294.0,107772,16249,398.0,English,35000000.0,5.4,2.35,0,America,>2000,Action,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1441,Color,360.0,109.0,487.0,3000.0,10000.0,20000.0,37553932.0,304318,34011,463.0,English,40000000.0,6.7,2.35,52000,America,>2000,Action,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1442,Color,148.0,104.0,16.0,584.0,700.0,1000.0,37481242.0,40654,3356,97.0,English,35000000.0,5.3,2.35,0,America,>2000,Comedy,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
1443,Color,128.0,112.0,42.0,196.0,826.0,969.0,39026186.0,48019,2371,153.0,English,35000000.0,5.9,1.85,13000,America,>2000,Comedy,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
1445,Color,46.0,95.0,19.0,447.0,691.0,1000.0,33422806.0,30771,2643,164.0,English,50000000.0,4.8,2.35,0,America,>2000,Adventure,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
1446,Color,40.0,102.0,23.0,57.0,257.0,288.0,48540926.75837148,16323,677,91.0,English,39961372.69991154,7.3,1.85,0,America,<=2000,Comedy,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
1447,Color,63.0,102.0,133.0,690.0,1000.0,2000.0,33423521.0,53115,5443,282.0,English,35000000.0,3.8,2.35,0,Asia,<=2000,Action,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
1448, Black and White,193.0,150.0,2000.0,95.0,338.0,396.0,32519322.0,497946,1075,761.0,English,35000000.0,8.5,1.85,21000,Europe,>2000,Other-gen,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
1449,Color,208.0,122.0,117.0,140.0,1000.0,40000.0,31598308.0,124765,41636,541.0,English,35000000.0,6.8,2.35,0,America,>2000,Other-gen,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
1450,Color,122.0,101.0,308.0,206.0,224.0,446.0,37617947.0,8143,966,203.0,English,30000000.0,6.8,2.35,0,America,>2000,Drama,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
1451,Color,228.0,108.0,174.0,324.0,716.0,730.0,32048809.0,94456,2178,576.0,English,30000000.0,5.3,1.85,0,Oceania,>2000,Other-gen,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
1452,Color,212.0,98.0,0.0,23.0,8000.0,20000.0,33987757.0,168314,28027,903.0,English,27000000.0,7.3,1.85,12000,America,>2000,Drama,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
1453,Color,392.0,137.0,16000.0,363.0,6000.0,29000.0,37304950.0,102728,36258,279.0,English,35000000.0,6.6,2.35,16000,America,>2000,Other-gen,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
1454,Color,208.0,112.0,192.0,844.0,915.0,1000.0,30691439.0,86205,3185,232.0,English,35000000.0,6.2,2.35,5000,America,>2000,Other-gen,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
1455,Color,137.0,101.0,48.0,531.0,541.0,775.0,30307804.0,43991,3001,695.0,English,35000000.0,5.2,2.35,0,America,>2000,Drama,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
1456,Color,119.0,103.0,81.0,636.0,683.0,2000.0,30669413.0,105478,4722,291.0,English,35000000.0,6.2,1.37,0,America,<=2000,Action,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
1457,Color,195.0,101.0,40.0,398.0,648.0,2000.0,28687835.0,40964,3612,245.0,English,35000000.0,6.2,2.35,0,America,>2000,Other-gen,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
1458,Color,95.0,112.0,37.0,480.0,874.0,3000.0,26494611.0,48621,5709,239.0,English,35000000.0,6.6,2.35,0,America,<=2000,Comedy,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
1459,Color,100.0,111.0,24.0,455.0,488.0,591.0,48540926.75837148,38017,2603,247.0,English,20000000.0,6.4,2.35,12000,Europe,<=2000,Action,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
1460,Color,164.0,102.0,0.0,769.0,854.0,939.0,25266129.0,54346,3592,358.0,English,35000000.0,6.2,2.35,0,America,>2000,Comedy,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
1461,Color,211.0,101.0,357.0,374.0,445.0,907.0,25863915.0,28257,2471,151.0,English,35000000.0,5.1,2.35,11000,America,>2000,Action,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1462,Color,91.0,155.0,16000.0,229.0,461.0,18000.0,25078937.0,31751,19689,216.0,English,30000000.0,6.6,1.85,0,America,<=2000,Other-gen,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
1463,Color,44.0,93.0,8.0,558.0,1000.0,22000.0,48540926.75837148,16193,24154,57.0,English,19000000.0,6.1,2.35,0,America,>2000,Action,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1464,Color,97.0,109.0,24.0,167.0,175.0,287.0,28995450.0,19230,855,59.0,English,35000000.0,6.1,2.35,0,Europe,>2000,Comedy,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1465,Color,32.0,140.0,0.0,210.0,263.0,436.0,24276500.0,17124,1394,68.0,English,35000000.0,6.6,2.35,949,America,<=2000,Other-gen,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
1466,Color,270.0,108.0,251.0,296.0,716.0,826.0,20981633.0,78256,2351,492.0,English,30000000.0,5.9,2.35,0,America,>2000,Drama,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
1467,Color,89.0,96.0,13.0,973.0,1000.0,11000.0,22913677.0,47800,17292,244.0,English,35000000.0,6.3,1.85,0,America,>2000,Comedy,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
1468,Color,219.0,123.0,15.0,745.0,979.0,10000.0,34531832.0,44788,13371,138.0,English,35000000.0,7.1,2.35,23000,Europe,>2000,Other-gen,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
1469,Color,180.0,106.0,309.0,63.0,73.0,327.0,28064226.0,65044,561,173.0,English,35000000.0,5.0,2.35,13000,America,>2000,Action,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1470,Color,93.0,76.0,2.0,72.0,766.0,1000.0,19447478.0,15788,1908,80.0,English,35000000.0,5.6,1.85,538,Europe,>2000,Adventure,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1471,Color,173.0,107.0,161.0,549.0,826.0,21000.0,19389454.0,54643,22974,335.0,English,55000000.0,7.4,2.35,0,America,<=2000,Comedy,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
1472,Color,121.0,82.0,82.0,418.0,642.0,1000.0,25871834.0,52052,3266,173.0,English,35000000.0,4.5,1.85,0,America,>2000,Action,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1473,Color,298.0,109.0,90.0,344.0,412.0,1000.0,19692608.0,63548,2073,134.0,English,35000000.0,6.2,2.35,0,America,>2000,Other-gen,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
1474,Color,158.0,99.0,0.0,520.0,573.0,1000.0,19294901.0,26126,2535,325.0,English,35000000.0,5.0,2.35,0,America,>2000,Comedy,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
1475,Color,248.0,91.0,192.0,346.0,1000.0,23000.0,20275446.0,95274,24669,178.0,English,35000000.0,6.5,2.35,20000,America,>2000,Action,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1476,Color,155.0,87.0,98.0,253.0,328.0,472.0,34507079.0,34948,1679,118.0,English,35000000.0,5.1,2.35,0,America,>2000,Action,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1477,Color,105.0,125.0,159.0,39.0,61.0,3000.0,18306166.0,28130,3142,215.0,English,35000000.0,6.5,2.35,0,Europe,>2000,Adventure,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1478,Color,224.0,118.0,138.0,458.0,968.0,26000.0,17609982.0,90046,28479,141.0,English,35000000.0,6.2,2.35,17000,America,>2000,Action,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1479,Color,129.0,98.0,12.0,663.0,4000.0,4000.0,16831505.0,51842,9330,173.0,English,31000000.0,6.3,2.35,0,Europe,>2000,Comedy,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1480,Color,101.0,92.0,16.0,734.0,1000.0,3000.0,17596256.0,12399,6327,84.0,English,35000000.0,3.8,1.85,0,America,>2000,Comedy,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
1481,Color,145.0,93.0,0.0,174.0,351.0,465.0,48540926.75837148,11482,1361,82.0,English,30000000.0,5.2,1.85,0,Oceania,>2000,Action,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1482,Color,57.0,116.0,170.0,136.0,192.0,14000.0,48540926.75837148,23351,14744,178.0,English,27000000.0,6.0,2.35,0,Europe,<=2000,Action,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
1483,Color,227.0,92.0,0.0,10000.0,10000.0,11000.0,14998070.0,41170,32875,298.0,English,35000000.0,6.2,2.35,0,America,>2000,Drama,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
1484,Color,13.0,115.0,468.0,150.0,367.0,605.0,14587732.0,4795,1290,39.0,English,35000000.0,5.7,2.35,452,America,<=2000,Action,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
1485,Color,171.0,120.0,52.0,134.0,214.0,553.0,18317151.0,55630,1082,200.0,English,35000000.0,6.7,2.35,0,America,>2000,Comedy,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
1486,Color,119.0,111.0,529.0,505.0,826.0,18000.0,11405825.0,28542,19805,208.0,English,35000000.0,6.8,2.35,0,America,>2000,Drama,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
1487,Color,44.0,94.0,10.0,141.0,605.0,694.0,13264986.0,12077,1668,162.0,English,35000000.0,6.0,1.85,433,America,>2000,Action,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1488,Color,188.0,100.0,212.0,919.0,1000.0,2000.0,10991381.0,44931,5890,100.0,English,35000000.0,7.3,2.35,0,Europe,>2000,Other-gen,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
1489,Color,166.0,101.0,57.0,230.0,603.0,1000.0,10268846.0,31918,1947,142.0,English,35000000.0,5.5,2.35,0,America,>2000,Action,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1490,Color,584.0,139.0,0.0,687.0,1000.0,11000.0,13303319.0,136367,13021,975.0,English,32000000.0,6.7,1.85,39000,America,>2000,Drama,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
1491,Color,67.0,91.0,85.0,105.0,316.0,635.0,10076136.0,11512,1352,141.0,English,35000000.0,4.8,2.35,471,Europe,<=2000,Action,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
1492,Color,233.0,109.0,453.0,120.0,206.0,1000.0,10499968.0,47498,1458,212.0,English,35000000.0,5.7,1.85,10000,America,>2000,Action,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1493,Color,112.0,102.0,241.0,127.0,891.0,13000.0,7659747.0,14962,14165,204.0,English,38000000.0,5.1,1.85,704,America,>2000,Action,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1494,Color,151.0,103.0,189.0,766.0,967.0,3000.0,7948159.0,48999,6563,280.0,English,35000000.0,6.0,2.35,0,America,>2000,Action,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1495,Color,63.0,83.0,12.0,690.0,826.0,2000.0,11631245.0,15015,5022,113.0,English,35000000.0,4.2,1.85,494,America,>2000,Action,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1496,Color,335.0,123.0,0.0,6.0,22.0,23000.0,10137502.0,77394,23031,195.0,English,35000000.0,7.4,2.35,24000,America,>2000,Adventure,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
1497,Color,24.0,101.0,31.0,448.0,457.0,690.0,6448817.0,2189,1993,31.0,English,35000000.0,4.6,2.35,0,America,<=2000,Action,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
1498,Color,147.0,117.0,0.0,567.0,883.0,883.0,7458269.0,70698,3611,196.0,English,35000000.0,6.9,2.35,9000,America,>2000,Comedy,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
1500,Color,10.0,114.0,503.0,697.0,864.0,2000.0,4651977.0,10410,4334,71.0,English,35000000.0,6.9,2.35,892,America,<=2000,Drama,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
1501,Color,12.0,330.0,138.0,672.0,674.0,848.0,4496583.0,23181,3227,129.0,English,35000000.0,8.0,1.66,6000,America,<=2000,Other-gen,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
1502,Color,50.0,121.0,55.0,918.0,1000.0,1000.0,2221994.0,11747,3125,99.0,English,35000000.0,6.4,2.35,561,Europe,<=2000,Action,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
1503,Color,149.0,114.0,0.0,115.0,298.0,548.0,6592103.0,28584,1005,232.0,English,35000000.0,6.3,1.85,675,Europe,>2000,Other-gen,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
1504, Black and White,24.0,156.0,278.0,249.0,279.0,695.0,48540926.75837148,9852,1573,55.0,English,35000000.0,8.4,2.35,0,Africa,<=2000,Other-gen,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
1505,Color,28.0,135.0,22.0,45.0,541.0,837.0,1877179.0,4885,1508,25.0,Other-language,39961372.69991154,7.1,2.35,262,Europe,<=2000,Adventure,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
1506,Color,95.0,148.0,0.0,0.0,2.0,3.0,630779.0,11101,5,159.0,English,35000000.0,6.8,2.35,633,America,<=2000,Drama,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
1507,Color,288.0,148.0,0.0,7.0,9.0,30.0,5100937.0,68885,50,127.0,Other-language,39961372.69991154,7.5,2.35,29000,America,>2000,Drama,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
1508,Color,10.0,109.0,596.0,282.0,525.0,621.0,48540926.75837148,2138,1980,15.0,English,39961372.69991154,4.5,2.1296338821490473,677,Europe,>2000,Action,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1509,Color,58.0,93.0,18.0,324.0,820.0,4000.0,48540926.75837148,28848,5377,76.0,English,32000000.0,5.7,2.35,0,Europe,>2000,Action,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1510,Color,143.03981120459676,108.19302183227913,194.0,816.0,856.0,970.0,48540926.75837148,219,3874,277.641282155982,English,23000000.0,7.2,2.1296338821490473,26,America,>2000,Other-gen,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
1511,Color,297.0,113.0,47.0,129.0,149.0,988.0,102413606.0,310903,1783,524.0,English,34000000.0,6.8,2.35,38000,America,>2000,Action,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1512,Color,90.0,91.0,31.0,141.0,249.0,1000.0,10214013.0,23072,1564,89.0,English,35000000.0,5.4,2.35,0,America,>2000,Comedy,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
1513,Color,56.0,139.0,17000.0,94.0,382.0,554.0,32000000.0,36267,1068,150.0,English,30000000.0,7.2,2.35,0,America,<=2000,Drama,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
1514,Color,274.0,96.0,0.0,1000.0,1000.0,20000.0,10139254.0,190990,24640,915.0,English,35000000.0,7.3,1.85,23000,America,>2000,Drama,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
1515,Color,68.0,102.0,3.0,239.0,248.0,372.0,11227940.0,8367,1274,94.0,English,34000000.0,5.2,2.35,120,America,<=2000,Action,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
1516,Color,98.0,96.0,165.0,566.0,774.0,12000.0,183125.0,36914,14978,86.0,English,35000000.0,5.5,2.35,0,America,>2000,Action,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1517,Color,256.0,101.0,6000.0,2.0,3.0,6.0,15081783.0,85589,13,144.0,Other-language,34000000.0,7.7,1.85,0,Asia,>2000,Adventure,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
1518,Color,117.0,128.0,88.0,954.0,970.0,989.0,37432299.0,50041,3386,116.0,English,34000000.0,7.1,2.35,23000,America,>2000,Drama,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
1519,Color,107.0,109.0,7.0,1000.0,9000.0,40000.0,10654581.0,45497,52621,260.0,English,34000000.0,5.3,1.85,1000,America,<=2000,Drama,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
1520,Color,52.0,114.0,46.0,292.0,649.0,818.0,6543194.0,3740,1778,61.0,English,34000000.0,5.6,2.35,314,America,<=2000,Adventure,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
1521,Color,135.0,105.0,125.0,2000.0,2000.0,18000.0,13101142.0,23916,23122,50.0,English,35000000.0,5.7,2.35,0,America,>2000,Comedy,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
1522,Color,211.0,141.0,56.0,38.0,98.0,113.0,8324748.0,21223,301,108.0,English,35000000.0,7.1,2.35,13000,Europe,>2000,Other-gen,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
1523,Color,57.0,195.0,631.0,521.0,631.0,635.0,48540926.75837148,16255,2291,127.0,English,35000000.0,7.5,1.85,0,America,<=2000,Other-gen,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
1524,Color,81.0,138.0,0.0,574.0,2000.0,10000.0,141340178.0,181879,14619,319.0,English,40000000.0,7.6,2.35,0,America,<=2000,Drama,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
1525,Color,107.0,101.0,43.0,655.0,1000.0,2000.0,51758599.0,27580,5942,232.0,English,33000000.0,5.5,2.35,742,America,>2000,Action,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1526,Color,100.0,99.0,67.0,330.0,436.0,826.0,117559438.0,66941,1790,148.0,English,30000000.0,5.1,1.85,1000,America,<=2000,Action,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
1527,Color,60.0,85.0,0.0,11.0,15.0,324.0,4091.0,4265,369,16.0,English,34000000.0,6.3,2.35,0,Europe,>2000,Adventure,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1528,Color,195.0,89.0,21.0,48.0,150.0,614.0,21426805.0,49312,843,211.0,English,30000000.0,4.9,2.35,0,America,>2000,Action,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1529,Color,121.0,99.0,35.0,433.0,594.0,3000.0,35057332.0,45394,4863,72.0,English,33000000.0,6.5,2.35,19000,America,>2000,Drama,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
1530,Color,285.0,105.0,160.0,491.0,521.0,852.0,34014398.0,115649,2604,1033.0,English,33000000.0,5.6,2.35,4000,Europe,>2000,Action,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1531,Color,103.0,97.0,10.0,178.0,223.0,18000.0,28927720.0,22220,18688,181.0,English,33000000.0,5.3,1.85,463,America,<=2000,Other-gen,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
1532,Color,192.0,140.0,36.0,336.0,403.0,669.0,33682273.0,124242,2114,622.0,English,33000000.0,6.5,2.35,4000,America,>2000,Action,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1533,Color,90.0,118.0,41.0,577.0,580.0,722.0,4280577.0,50919,2859,114.0,English,10000000.0,6.8,2.35,0,America,>2000,Drama,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
1534,Color,258.0,94.0,132.0,317.0,828.0,26000.0,17120019.0,83097,27759,134.0,English,30000000.0,6.5,2.35,12000,America,>2000,Action,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1535,Color,56.0,124.0,179.0,551.0,617.0,11000.0,8406264.0,24826,13093,175.0,English,38000000.0,6.0,2.35,783,America,<=2000,Comedy,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
1536,Color,197.0,134.0,37.0,504.0,1000.0,11000.0,309125409.0,681857,13649,647.0,English,32500000.0,8.4,2.35,14000,America,<=2000,Action,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
