,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_facebook_likes,actor_1_facebook_likes,gross,genres,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,aspect_ratio,movie_facebook_likes
1145,Color,Len Wiseman,206.0,102.0,235.0,520.0,845.0,956.0,62318875.0,Action|Adventure|Fantasy|Sci-Fi|Thriller,156225,2998,502.0,English,USA,R,50000000.0,2006.0,6.8,2.35,0
1146,Color,Paul McGuigan,159.0,110.0,118.0,287.0,1000.0,11000.0,5773519.0,Drama|Horror|Sci-Fi|Thriller,28618,12876,91.0,English,USA,PG-13,40000000.0,2015.0,6.0,2.35,11000
1147,Color,Gus Van Sant,137.0,136.0,835.0,225.0,370.0,670.0,51768623.0,Drama,73006,1801,297.0,English,USA,PG-13,43000000.0,2000.0,7.3,2.35,0
1148,Color,Betty Thomas,116.0,103.0,84.0,664.0,10000.0,12000.0,37035515.0,Comedy|Drama,34597,23864,194.0,English,USA,PG-13,43000000.0,2000.0,6.0,1.37,0
1149,Color,Louis Leterrier,177.0,103.0,255.0,5000.0,5000.0,11000.0,24520892.0,Action|Crime|Drama|Thriller,85198,22383,303.0,English,France,R,45000000.0,2005.0,7.0,2.35,0
1150,Color,Roger Kumble,99.0,90.0,16.0,16.0,28.0,44.0,24430272.0,Comedy|Romance,46158,132,403.0,English,USA,R,43000000.0,2002.0,5.1,1.85,0
1151,Color,Sydney Pollack,56.0,154.0,521.0,957.0,1000.0,10000.0,158348400.0,Drama|Mystery|Thriller,88844,14244,142.0,English,USA,R,42000000.0,1993.0,6.8,1.85,0
1152,Color,Burr Steers,117.0,99.0,23.0,135.0,268.0,405.0,31136950.0,Drama|Fantasy|Romance,47364,1066,75.0,English,USA,PG-13,44000000.0,2010.0,6.5,2.35,0
1153,Color,Simon West,252.0,93.0,165.0,350.0,956.0,26000.0,29113588.0,Action|Crime|Thriller,117999,27834,181.0,English,USA,R,40000000.0,2011.0,6.6,2.35,16000
1154,Color,Phil Lord,375.0,109.0,97.0,839.0,971.0,17000.0,138447667.0,Action|Comedy|Crime,408302,19968,345.0,English,USA,R,42000000.0,2012.0,7.2,2.35,39000
1155,Color,Roger Michell,150.0,124.0,50.0,427.0,437.0,8000.0,116006080.0,Comedy|Drama|Romance,203269,9255,602.0,English,UK,PG-13,42000000.0,1999.0,7.0,2.35,11000
1156,Color,Peter Lord,187.0,84.0,91.0,206.0,530.0,579.0,106793915.0,Adventure|Animation|Comedy|Drama|Family,140499,1817,358.0,English,UK,G,45000000.0,2000.0,7.0,1.85,0
1157,Color,John Hamburg,108.0,90.0,29.0,650.0,923.0,22000.0,87856565.0,Comedy|Romance,106909,24534,268.0,English,USA,PG-13,42000000.0,2004.0,5.9,1.85,0
1158,Color,Reginald Hudlin,21.0,117.0,71.0,547.0,558.0,723.0,70100000.0,Comedy|Drama|Romance,20183,3841,41.0,English,USA,R,40000000.0,1992.0,5.4,1.85,0
1159,Color,Paul Feig,270.0,123.0,176.0,749.0,815.0,975.0,159578352.0,Action|Comedy|Crime,133177,4825,380.0,English,USA,R,43000000.0,2013.0,6.6,2.35,24000
1160,Color,Joseph L. Mankiewicz,72.0,251.0,311.0,595.0,726.0,940.0,57750000.0,Biography|Drama|History|Romance,21554,2957,192.0,English,UK,Approved,31115000.0,1963.0,7.0,2.2,0
1161,Color,Frank Coraci,154.0,105.0,153.0,491.0,828.0,4000.0,45290318.0,Action|Comedy|Sport,74169,6727,112.0,English,USA,PG,42000000.0,2012.0,6.5,1.85,17000
1162,Color,Carl Franklin,114.0,115.0,73.0,505.0,3000.0,11000.0,41543207.0,Crime|Drama|Mystery|Thriller,30077,15571,175.0,English,USA,PG-13,42000000.0,2002.0,6.3,2.35,893
1163,Color,Barbra Streisand,27.0,122.0,0.0,292.0,592.0,12000.0,41252428.0,Comedy|Drama|Romance,11453,13716,71.0,English,USA,PG-13,42000000.0,1996.0,6.5,1.85,0
1164,Color,Mark Pellington,166.0,119.0,89.0,395.0,537.0,650.0,35228696.0,Drama|Horror|Mystery|Thriller,63677,1651,460.0,English,USA,PG-13,32000000.0,2002.0,6.5,2.35,0
1165,Color,Larry Charles,288.0,81.0,119.0,412.0,442.0,468.0,59992760.0,Comedy,119622,2134,396.0,English,USA,R,42000000.0,2009.0,5.8,1.85,0
1166,Color,John Glen,117.0,133.0,46.0,275.0,349.0,683.0,34667015.0,Action|Adventure|Thriller,74009,2371,317.0,English,UK,PG-13,32000000.0,1989.0,6.6,2.35,0
1167,Color,Catherine Hardwicke,291.0,100.0,308.0,913.0,2000.0,10000.0,37652565.0,Fantasy|Horror|Mystery|Thriller,91151,15369,283.0,English,USA,PG-13,42000000.0,2011.0,5.4,2.35,20000
1168,Color,John Herzfeld,151.0,120.0,17.0,808.0,9000.0,22000.0,24375436.0,Action|Crime|Drama|Thriller,42547,33585,265.0,English,USA,R,42000000.0,2001.0,6.1,2.35,748
1169,Color,Annabel Jankel,36.0,104.0,5.0,687.0,922.0,5000.0,20915465.0,Adventure|Comedy|Family|Fantasy|Sci-Fi,38203,7723,290.0,English,UK,PG,42000000.0,1993.0,4.0,1.85,0
1170,Color,Andrew Niccol,168.0,122.0,487.0,16.0,43.0,12000.0,24127895.0,Crime|Drama|Thriller,248123,12076,437.0,English,USA,R,50000000.0,2005.0,7.6,2.35,10000
1171, Black and White,Yimou Zhang,283.0,80.0,611.0,576.0,643.0,5000.0,84961.0,Action|Adventure|History,149414,6229,841.0,Mandarin,China,PG-13,31000000.0,2002.0,7.9,2.35,0
1172,Color,Julie Anne Robinson,127.0,91.0,30.0,497.0,786.0,922.0,26404753.0,Action|Comedy|Crime|Romance|Thriller,34203,3301,169.0,English,USA,PG-13,40000000.0,2012.0,5.3,2.35,19000
1173,Color,Evan Goldberg,293.0,112.0,133.0,365.0,392.0,11000.0,6105175.0,Comedy,247020,12239,835.0,English,USA,R,44000000.0,2014.0,6.6,2.35,50000
1174,Color,Sngmoo Lee,95.0,100.0,19.0,433.0,489.0,624.0,5664251.0,Action|Fantasy|Western,22309,2056,102.0,English,New Zealand,R,45000000.0,2010.0,6.3,2.35,0
1176,Color,Jean-Pierre Jeunet,213.0,105.0,0.0,52.0,172.0,1000.0,1260917.0,Action|Comedy|Crime,24657,1342,71.0,French,France,R,27000000.0,2009.0,7.2,2.35,0
1177,Color,Curtis Hanson,119.0,110.0,161.0,196.0,418.0,1000.0,116724075.0,Drama|Music,187181,1954,564.0,English,USA,R,41000000.0,2002.0,7.0,2.35,0
1179,Color,Brian Helgeland,167.0,144.0,241.0,996.0,3000.0,13000.0,56083966.0,Action|Adventure|Romance,137003,18761,658.0,English,USA,PG-13,65000000.0,2001.0,6.9,2.35,0
1180,Color,Gordon Chan,98.0,108.0,4.0,96.0,312.0,687.0,22108977.0,Action|Comedy|Fantasy,29861,1134,132.0,English,Hong Kong,PG-13,41000000.0,2003.0,5.2,2.35,505
1181,Color,M. Night Shyamalan,234.0,107.0,0.0,766.0,3000.0,13000.0,293501675.0,Drama|Mystery|Thriller,704766,17540,2073.0,English,USA,PG-13,40000000.0,1999.0,8.1,1.85,14000
1182,Color,Asger Leth,258.0,102.0,20.0,54.0,81.0,107.0,18600911.0,Action|Crime|Thriller,125198,362,153.0,English,USA,PG-13,42000000.0,2012.0,6.6,2.35,11000
1183,Color,David Frankel,108.0,100.0,64.0,296.0,574.0,734.0,7204138.0,Comedy,34809,2085,125.0,English,USA,PG,41000000.0,2011.0,6.2,2.35,11000
1184,Color,John G. Avildsen,81.0,126.0,80.0,225.0,641.0,668.0,90800000.0,Action|Drama|Family|Sport,126907,2004,235.0,English,USA,PG,8000000.0,1984.0,7.2,1.85,0
1185,Color,David O. Russell,538.0,138.0,737.0,14000.0,23000.0,34000.0,150117807.0,Crime|Drama,358416,83012,751.0,English,USA,R,40000000.0,2013.0,7.3,2.35,63000
1186,Color,Anne Fletcher,224.0,108.0,98.0,723.0,896.0,16000.0,163947053.0,Comedy|Drama|Romance,227824,18656,273.0,English,USA,PG-13,40000000.0,2009.0,6.7,2.35,10000
1187,Color,Bruce Beresford,129.0,105.0,78.0,298.0,489.0,984.0,116735231.0,Crime|Mystery|Thriller,56646,2129,336.0,English,USA,R,70000000.0,1999.0,6.4,2.35,0
1188,Color,Robert Zemeckis,125.0,108.0,0.0,690.0,869.0,1000.0,118500000.0,Adventure|Comedy|Sci-Fi,340085,3660,327.0,English,USA,PG,40000000.0,1989.0,7.8,1.85,12000
1189,Color,Luc Besson,433.0,89.0,0.0,903.0,11000.0,19000.0,126546825.0,Action|Sci-Fi|Thriller,327367,32325,918.0,English,France,R,40000000.0,2014.0,6.4,2.35,83000
1190,Color,Sam Taylor-Johnson,362.0,129.0,456.0,716.0,935.0,1000.0,166147885.0,Drama|Romance,220020,4585,1360.0,English,USA,R,40000000.0,2015.0,4.1,2.35,101000
1191,Color,Robert Rodriguez,93.0,84.0,0.0,2000.0,4000.0,13000.0,111760631.0,Action|Adventure|Comedy|Family|Sci-Fi,40227,22935,188.0,English,USA,PG,38000000.0,2003.0,4.1,1.85,681
1192,Color,Joel Schumacher,71.0,149.0,541.0,1000.0,11000.0,18000.0,108706165.0,Crime|Drama|Thriller,99558,31349,236.0,English,USA,R,40000000.0,1996.0,7.4,2.35,0
1193,Color,Shawn Levy,104.0,94.0,189.0,597.0,2000.0,3000.0,138614544.0,Comedy|Family,75152,7014,288.0,English,USA,PG,40000000.0,2003.0,5.8,1.85,0
1194,Color,Peter Berg,319.0,121.0,532.0,127.0,449.0,480.0,125069696.0,Action|Biography|Drama|Thriller|War,203963,1261,420.0,English,USA,R,40000000.0,2013.0,7.6,2.35,58000
1195, Black and White,Penny Marshall,41.0,128.0,545.0,251.0,923.0,15000.0,107458785.0,Comedy|Drama|Sport,71754,16751,166.0,English,USA,PG,40000000.0,1992.0,7.2,2.35,0
1196,Color,James Wan,300.0,134.0,0.0,336.0,575.0,1000.0,102310175.0,Horror|Mystery|Thriller,64989,2676,279.0,English,USA,R,40000000.0,2016.0,7.8,2.35,40000
1197,Color,David Fincher,556.0,120.0,21000.0,81.0,349.0,10000.0,96917897.0,Biography|Drama,479453,10555,696.0,English,USA,PG-13,40000000.0,2010.0,7.7,2.35,74000
1198,Color,Ken Kwapis,161.0,129.0,42.0,49.0,50.0,97.0,93952276.0,Comedy|Drama|Romance,132048,318,203.0,English,USA,PG-13,40000000.0,2009.0,6.4,2.35,12000
1199,Color,David Zucker,151.0,89.0,119.0,807.0,869.0,2000.0,90703745.0,Comedy,93748,5855,410.0,English,USA,PG-13,45000000.0,2006.0,5.1,1.85,1000
1200,Color,Wes Craven,212.0,116.0,0.0,71.0,157.0,287.0,89138076.0,Horror|Mystery,98535,600,734.0,English,USA,R,40000000.0,2000.0,5.5,2.35,0
1201,Color,Robert Zemeckis,111.0,118.0,0.0,690.0,869.0,1000.0,87666629.0,Adventure|Comedy|Sci-Fi|Western,283480,3986,263.0,English,USA,PG,40000000.0,1990.0,7.4,1.37,0
1202,Color,Etan Cohen,173.0,107.0,164.0,723.0,2000.0,8000.0,90353764.0,Comedy|Crime,85629,12556,144.0,English,USA,R,40000000.0,2015.0,6.0,1.85,14000
1203,Color,Francis Ford Coppola,181.0,155.0,0.0,10000.0,12000.0,18000.0,82522790.0,Fantasy|Horror|Romance,143835,42220,654.0,English,USA,R,40000000.0,1992.0,7.5,1.85,14000
1204,Color,Nora Ephron,252.0,123.0,0.0,923.0,935.0,11000.0,94125426.0,Biography|Drama|Romance,79264,13321,277.0,English,USA,PG-13,40000000.0,2009.0,7.0,1.85,13000
1205,Color,Brian Helgeland,216.0,128.0,241.0,898.0,3000.0,11000.0,95001343.0,Biography|Drama|Sport,66511,16911,200.0,English,USA,PG-13,40000000.0,2013.0,7.5,2.35,28000
1206,Color,Anthony Minghella,203.0,139.0,333.0,1000.0,13000.0,22000.0,81292135.0,Crime|Drama|Thriller,137891,36810,696.0,English,USA,R,40000000.0,1999.0,7.3,1.85,0
1207,Color,Bobby Farrelly,218.0,109.0,101.0,839.0,899.0,13000.0,86208010.0,Comedy,97045,16179,285.0,English,USA,PG-13,35000000.0,2014.0,5.7,1.85,55000
1208,Color,Frank Marshall,118.0,120.0,155.0,249.0,984.0,23000.0,81593527.0,Adventure|Drama|Family,48806,24300,263.0,English,USA,PG,40000000.0,2006.0,7.3,2.35,11000
1209,Color,Nancy Meyers,241.0,121.0,278.0,808.0,11000.0,22000.0,75274748.0,Comedy|Drama,130661,36010,304.0,English,USA,PG-13,35000000.0,2015.0,7.2,1.85,54000
1210,Color,Tim Story,119.0,102.0,167.0,655.0,874.0,2000.0,90835030.0,Action|Comedy,28621,5178,58.0,English,USA,PG-13,40000000.0,2016.0,5.9,2.35,0
1211,Color,Michael Mann,89.0,117.0,0.0,322.0,363.0,855.0,72455275.0,Action|Adventure|Drama|Romance|War,113068,2144,382.0,English,USA,R,40000000.0,1992.0,7.8,2.35,0
1212,Color,Taylor Hackford,209.0,178.0,138.0,748.0,876.0,904.0,75305995.0,Biography|Drama|Music,110394,5074,433.0,English,USA,PG-13,40000000.0,2004.0,7.7,1.85,0
1213, Black and White,Frank Miller,374.0,147.0,436.0,175.0,472.0,3000.0,74098862.0,Crime|Thriller,656640,3924,1732.0,English,USA,R,40000000.0,2005.0,8.1,1.85,13000
1214,Color,Pete Travis,235.0,90.0,38.0,882.0,897.0,2000.0,72266306.0,Crime|Drama|Mystery|Thriller,127528,6775,422.0,English,USA,PG-13,40000000.0,2008.0,6.6,2.35,0
1215,Color,John Hamburg,215.0,105.0,29.0,257.0,4000.0,24000.0,71347010.0,Comedy|Romance,166194,28928,215.0,English,USA,R,40000000.0,2009.0,7.1,1.85,0
1216,Color,Bobby Farrelly,109.0,114.0,101.0,398.0,655.0,700.0,70836296.0,Comedy|Drama|Fantasy|Romance,109445,2842,426.0,English,USA,PG-13,40000000.0,2001.0,5.9,1.85,0
1217, Black and White,Oliver Stone,125.0,206.0,0.0,4.0,256.0,433.0,70405498.0,Drama|History|Thriller,113472,698,442.0,English,France,R,40000000.0,1991.0,8.0,2.35,0
1218,Color,John Whitesell,65.0,99.0,14.0,633.0,826.0,17000.0,70163652.0,Comedy|Crime,31968,19334,82.0,English,USA,PG-13,40000000.0,2006.0,4.6,1.85,663
1219,Color,Gore Verbinski,125.0,123.0,563.0,8000.0,11000.0,24000.0,66808615.0,Adventure|Comedy|Crime|Romance,87351,43917,344.0,English,USA,R,34000000.0,2001.0,6.1,2.35,2000
1220,Color,Angelina Jolie Pitt,322.0,137.0,11000.0,465.0,698.0,769.0,115603980.0,Biography|Drama|Sport|War,103589,2938,351.0,English,USA,PG-13,65000000.0,2014.0,7.2,2.35,35000
1221,Color,Burr Steers,191.0,102.0,23.0,651.0,2000.0,2000.0,64149837.0,Comedy|Drama|Family|Fantasy|Romance,146899,7009,185.0,English,USA,PG-13,20000000.0,2009.0,6.4,2.35,0
1222,Color,Nick Cassavetes,191.0,109.0,415.0,119.0,971.0,982.0,83906114.0,Comedy|Romance,104481,2357,189.0,English,USA,PG-13,40000000.0,2014.0,6.0,2.35,16000
1223,Color,David R. Ellis,221.0,82.0,160.0,748.0,137000.0,164000.0,66466372.0,Horror,75345,303717,290.0,English,USA,R,40000000.0,2009.0,5.2,2.35,0
1224,Color,Steven Spielberg,459.0,142.0,14000.0,423.0,535.0,15000.0,72306065.0,Drama|History|Thriller,178118,16944,355.0,English,USA,PG-13,40000000.0,2015.0,7.6,2.35,55000
1225,Color,John Moore,131.0,106.0,212.0,389.0,563.0,578.0,59068786.0,Action|Drama|Thriller|War,86902,2544,411.0,English,USA,PG-13,40000000.0,2001.0,6.4,2.35,0
1226,Color,Nicholas Stoller,222.0,114.0,89.0,177.0,719.0,836.0,60923325.0,Comedy|Music,147317,2091,197.0,English,USA,R,41280976.73635523,2010.0,6.4,1.85,12000
1227,Color,Peter Chelsom,118.0,106.0,23.0,418.0,593.0,1000.0,57887882.0,Comedy|Drama|Romance,35508,2325,211.0,English,USA,PG-13,50000000.0,2004.0,6.1,1.85,0
1228,Color,Joe Dante,100.0,108.0,287.0,823.0,835.0,4000.0,53955614.0,Action|Adventure|Comedy|Family|Sci-Fi,77415,8610,139.0,English,USA,PG-13,40000000.0,1998.0,6.1,2.35,0
1229,Color,Mark A.Z. Dippé,70.0,98.0,20.0,968.0,2000.0,2000.0,54967359.0,Action|Horror,52805,7039,209.0,English,USA,R,40000000.0,1997.0,5.2,1.85,0
1230,Color,Kevin Reynolds,138.0,131.0,58.0,720.0,1000.0,15000.0,54228104.0,Action|Adventure|Drama|Romance|Thriller,104991,17152,544.0,English,UK,PG-13,35000000.0,2002.0,7.7,1.85,0
1231,Color,Brad Furman,274.0,118.0,65.0,638.0,980.0,11000.0,57981889.0,Crime|Drama|Thriller,173848,13943,203.0,English,USA,R,40000000.0,2011.0,7.3,2.35,25000
1232,Color,Jaume Collet-Serra,349.0,113.0,174.0,767.0,903.0,14000.0,61094903.0,Action|Mystery|Thriller,210542,17152,332.0,English,UK,PG-13,30000000.0,2011.0,6.9,2.35,29000
1233,Color,Christopher Nolan,341.0,130.0,22000.0,19000.0,20000.0,23000.0,53082743.0,Drama|Mystery|Sci-Fi|Thriller,844052,63986,1100.0,English,USA,PG-13,40000000.0,2006.0,8.5,2.35,49000
1234,Color,Sean Anders,196.0,116.0,51.0,465.0,11000.0,18000.0,54414716.0,Comedy|Crime,114294,30571,187.0,English,USA,R,42000000.0,2014.0,6.3,2.35,12000
1235,Color,Cal Brunker,83.0,89.0,7.0,91.0,190.0,3000.0,57011847.0,Adventure|Animation|Comedy|Family|Sci-Fi,20615,3361,44.0,English,USA,PG,40000000.0,2013.0,5.9,2.35,0
1236,Color,Mel Gibson,283.0,139.0,0.0,19.0,78.0,708.0,50859889.0,Action|Adventure|Drama|Thriller,236000,848,1043.0,Maya,USA,R,40000000.0,2006.0,7.8,1.85,14000
1237,Color,John Glen,105.0,130.0,46.0,162.0,244.0,387.0,51185897.0,Action|Adventure|Thriller,69457,1233,271.0,English,UK,PG,30000000.0,1987.0,6.7,2.35,0
1238,Color,Nimród Antal,351.0,107.0,190.0,520.0,1000.0,2000.0,52000688.0,Action|Adventure|Sci-Fi|Thriller,171418,4243,619.0,English,USA,R,40000000.0,2010.0,6.4,2.35,17000
1239,Color,Ivan Reitman,16.0,116.0,425.0,204.0,568.0,954.0,49851591.0,Comedy|Crime|Romance,7900,2179,34.0,English,USA,PG,40000000.0,1986.0,5.9,2.35,263
1240,Color,David Koepp,195.0,96.0,192.0,501.0,534.0,40000.0,47781388.0,Mystery|Thriller,147504,41293,531.0,English,USA,PG-13,40000000.0,2004.0,6.6,2.35,0
1241,Color,Alejandro Agresti,175.0,99.0,18.0,211.0,426.0,18000.0,52320979.0,Drama|Fantasy|Romance,114321,18693,548.0,English,USA,PG,40000000.0,2006.0,6.8,2.35,0
1242, Black and White,Iain Softley,193.0,104.0,34.0,280.0,351.0,545.0,47806295.0,Horror|Mystery|Thriller,87447,1274,371.0,English,USA,PG-13,43000000.0,2005.0,6.5,2.35,0
1243,Color,Peter Hedges,169.0,105.0,54.0,988.0,2000.0,3000.0,51853450.0,Comedy|Drama|Family|Fantasy,37398,9069,110.0,English,USA,PG,25000000.0,2012.0,6.6,1.85,11000
1244,Color,Paul Weiland,128.0,101.0,10.0,681.0,689.0,1000.0,46012734.0,Comedy|Romance,54421,4298,101.0,English,USA,PG-13,40000000.0,2008.0,5.8,2.35,3000
1245,Color,Clint Eastwood,249.0,134.0,16000.0,235.0,413.0,880.0,47034272.0,Biography|Drama|Music|Musical,25465,2281,190.0,English,USA,R,40000000.0,2014.0,6.9,2.35,16000
1246,Color,Francis Ford Coppola,91.0,135.0,0.0,913.0,936.0,13000.0,45856732.0,Crime|Drama|Thriller,46221,16762,141.0,English,USA,PG-13,40000000.0,1997.0,7.1,2.35,0
1247,Color,Mathieu Kassovitz,207.0,98.0,326.0,416.0,534.0,21000.0,59588068.0,Horror|Mystery|Thriller,89557,22318,376.0,English,USA,R,40000000.0,2003.0,5.8,1.85,0
1248,Color,Steven Spielberg,77.0,155.0,14000.0,11000.0,11000.0,12000.0,44175394.0,Drama|History,56509,37570,227.0,English,USA,R,36000000.0,1997.0,7.2,1.85,0
1249,Color,John McTiernan,25.0,106.0,323.0,0.0,47.0,472.0,45500797.0,Adventure|Drama|Romance,17443,519,56.0,English,USA,PG-13,40000000.0,1992.0,6.0,2.35,694
1250,Color,Colin Strause,211.0,102.0,25.0,473.0,741.0,1000.0,41797066.0,Action|Horror|Sci-Fi|Thriller,92789,4324,998.0,English,USA,R,40000000.0,2007.0,4.7,2.35,0
1251,Color,Donald Petrie,19.0,95.0,80.0,287.0,450.0,3000.0,38087756.0,Comedy|Family,49612,4634,39.0,English,USA,PG,40000000.0,1994.0,5.2,1.85,0
1252,Color,Joan Chen,101.0,103.0,643.0,586.0,1000.0,24000.0,37752931.0,Drama|Romance,20201,26938,180.0,English,USA,PG-13,40000000.0,2000.0,5.5,1.85,0
1253,Color,Marc Lawrence,175.0,95.0,30.0,664.0,690.0,799.0,50562555.0,Comedy|Music|Romance,81334,2787,291.0,English,USA,PG-13,41280976.73635523,2007.0,6.5,1.85,0
1254,Color,Greg Mottola,342.0,109.0,99.0,57.0,61.0,176.0,37371385.0,Adventure|Comedy|Sci-Fi,192462,390,334.0,English,USA,R,40000000.0,2011.0,7.0,2.35,42000
1255,Color,Anne Fletcher,147.0,95.0,98.0,78.0,358.0,405.0,37101011.0,Comedy|Drama,30394,1070,103.0,English,USA,PG-13,40000000.0,2012.0,5.8,2.35,0
1256,Color,Wes Craven,420.0,111.0,0.0,687.0,741.0,2000.0,38176892.0,Horror|Mystery,104119,4486,518.0,English,USA,R,40000000.0,2011.0,6.2,2.35,26000
1257,Color,Joel Schumacher,138.0,123.0,541.0,173.0,638.0,12000.0,36283504.0,Mystery|Thriller,104564,12970,587.0,English,Germany,R,40000000.0,1999.0,6.5,2.35,0
1258,Color,Oliver Stone,82.0,140.0,0.0,552.0,576.0,720.0,35183792.0,Biography|Drama|Music|Musical,68159,3044,209.0,English,USA,R,38000000.0,1991.0,7.2,2.35,0
1259,Color,Jake Kasdan,201.0,94.0,52.0,214.0,392.0,683.0,38543473.0,Comedy,84382,1488,158.0,English,USA,R,40000000.0,2014.0,5.1,1.85,0
1260,Color,Diane Keaton,82.0,94.0,0.0,235.0,258.0,374.0,36037909.0,Comedy|Drama,10132,1238,130.0,English,Germany,PG-13,60000000.0,2000.0,4.7,1.85,390
1261,Color,Steven Quale,277.0,92.0,77.0,495.0,682.0,703.0,42575718.0,Horror,83788,3074,227.0,English,USA,R,40000000.0,2011.0,5.9,2.35,20000
1262,Color,Kelly Makin,90.0,102.0,6.0,584.0,683.0,711.0,33864342.0,Comedy|Crime|Romance,29968,2913,117.0,English,UK,PG-13,40000000.0,1999.0,5.8,1.85,445
1263,Color,Mimi Leder,157.0,123.0,75.0,754.0,3000.0,18000.0,33508922.0,Drama,95860,23920,660.0,English,USA,PG-13,40000000.0,2000.0,7.2,1.85,16000
1264,Color,Bobby Farrelly,124.0,104.0,101.0,223.0,299.0,787.0,42071069.0,Comedy|Drama|Romance|Sport,36223,1827,208.0,English,USA,PG-13,30000000.0,2005.0,6.2,2.35,0
1266,Color,Steven Brill,146.0,102.0,65.0,490.0,613.0,1000.0,32853640.0,Comedy|Drama,50199,3239,101.0,English,USA,PG-13,40000000.0,2008.0,5.7,2.35,702
1267,Color,Seth MacFarlane,303.0,136.0,3000.0,3000.0,9000.0,14000.0,42615685.0,Comedy|Western,136093,28927,416.0,English,USA,R,40000000.0,2014.0,6.1,2.35,24000
1268,Color,Russell Mulcahy,70.0,93.0,85.0,510.0,595.0,924.0,32055248.0,Action|Adventure|Crime|Fantasy|Mystery|Thriller,18723,2711,146.0,English,USA,PG-13,25000000.0,1994.0,6.0,1.85,0
1269,Color,Stephen Daldry,283.0,129.0,335.0,64.0,467.0,15000.0,31836745.0,Adventure|Drama|Mystery,81298,15595,341.0,English,USA,PG-13,40000000.0,2011.0,6.9,2.35,39000
1270,Color,Roger Michell,212.0,107.0,50.0,58.0,117.0,293.0,30993544.0,Comedy|Drama|Romance,58871,621,156.0,English,USA,PG-13,40000000.0,2010.0,6.5,2.35,0
1271,Color,Jim Sheridan,98.0,117.0,260.0,441.0,1000.0,1000.0,30981850.0,Biography|Crime|Drama|Music,35834,3969,284.0,English,USA,R,40000000.0,2005.0,5.0,2.35,0
1272,Color,Christian Duguay,110.0,116.0,18.0,249.0,1000.0,2000.0,30199105.0,Action|Adventure|Crime|Thriller,25346,3753,167.0,English,USA,R,40000000.0,2000.0,5.7,2.35,470
1273,Color,Chris Columbus,146.0,135.0,0.0,715.0,1000.0,3000.0,29077547.0,Drama|Musical|Romance,41685,5917,754.0,English,USA,PG-13,40000000.0,2005.0,7.0,2.35,3000
1274,Color,Chuck Russell,100.0,107.0,55.0,294.0,941.0,3000.0,29374178.0,Crime|Drama|Horror|Thriller,12093,4565,188.0,English,USA,R,40000000.0,2000.0,5.1,2.35,394
1275,Color,Sam Weisman,62.0,90.0,39.0,210.0,322.0,607.0,28535768.0,Comedy,10446,1335,105.0,English,USA,PG-13,40000000.0,1999.0,5.3,1.85,279
1276,Color,John Frankenheimer,70.0,99.0,287.0,44.0,368.0,10000.0,27663982.0,Horror|Sci-Fi|Thriller,26051,10469,164.0,English,USA,PG-13,40000000.0,1996.0,4.4,2.35,0
1277,Color,Peter Hyams,107.0,104.0,0.0,327.0,931.0,964.0,27053815.0,Action|Adventure|Romance,12856,2888,291.0,English,Germany,PG-13,40000000.0,2001.0,4.7,2.35,299
1278,Color,Justin Chadwick,169.0,115.0,56.0,19000.0,19000.0,20000.0,26814957.0,Biography|Drama|History|Romance,84357,77823,252.0,English,UK,PG-13,35000000.0,2008.0,6.7,1.85,0
1279,Color,Pat O'Connor,94.0,119.0,7.0,903.0,9000.0,18000.0,25178165.0,Drama|Romance,70292,29484,274.0,English,USA,PG-13,40000000.0,2001.0,6.7,1.85,8000
1280,Color,Stephen Hopkins,190.0,99.0,81.0,135.0,253.0,327.0,25117498.0,Horror|Thriller,37412,960,178.0,English,USA,R,40000000.0,2007.0,5.7,2.35,0
1281,Color,Martin Scorsese,112.0,112.0,17000.0,354.0,926.0,22000.0,32645.0,Crime|Drama|Romance|Thriller,67797,23737,223.0,English,USA,R,500000.0,1973.0,7.4,1.85,0
1282,Color,Penny Marshall,12.0,128.0,545.0,353.0,754.0,783.0,24332324.0,Comedy|Drama,13830,3126,61.0,English,USA,PG-13,40000000.0,1994.0,6.1,1.85,680
1283,Color,Olivier Megaton,201.0,112.0,118.0,674.0,738.0,877.0,36665854.0,Action|Crime|Drama|Thriller,76498,3432,203.0,English,France,PG-13,40000000.0,2011.0,6.4,2.35,15000
1284,Color,Frederik Du Chau,34.0,86.0,7.0,795.0,908.0,10000.0,22717758.0,Adventure|Animation|Comedy|Drama|Family|Fantasy|Musical,11156,14275,67.0,English,USA,G,40000000.0,1998.0,6.2,1.85,0
1285,Color,Michael Caton-Jones,104.0,108.0,105.0,616.0,11000.0,22000.0,22433915.0,Crime|Drama|Mystery|Thriller,21319,34377,166.0,English,USA,R,60000000.0,2002.0,6.2,2.35,416
1286, Black and White,Irwin Winkler,55.0,128.0,34.0,685.0,886.0,978.0,22326247.0,Drama|Romance,11232,3821,106.0,English,USA,PG-13,60000000.0,1999.0,5.9,1.85,0
1287,Color,Joseph Kahn,86.0,84.0,33.0,1000.0,1000.0,1000.0,21176322.0,Action|Comedy|Crime,23747,5039,207.0,English,USA,PG-13,40000000.0,2004.0,4.0,2.35,0
